reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,sentimen,Cleaning,HapusEmoji,3/Lebih,CaseFolding,Tokenizing,Formalisasi,tokens_akhir
07ca2146-dabd-4569-97f1-367e17d9bcc1,indah Sekali,https://play-lh.googleusercontent.com/a/ACg8ocJKPD1aFws8KpiBVpMFQt6tpFXRRyo5xSlKbRC6eQA74BJOuA=mo,ya sangat senang sekali dengan menggunakan seabank ini ya,1,0,3.29.0,2025-12-11 09:53:32,"Hai Sobat SeaBank, terima kasih untuk reviewnya. Apabila Sobat SeaBank merasa puas dalam menggunakan Aplikasi SeaBank, jika berkenan Sobat SeaBank dapat mengubah rating yang sudah diberikan. Semoga Aplikasi SeaBank selalu memberikan kemudahan bagi Sobat SeaBank 🙏",2025-12-11 10:10:51,3.29.0,id.co.bankbkemobile.digitalbank,Negatif,ya sangat senang sekali dengan menggunakan seabank ini ya,ya sangat senang sekali dengan menggunakan seabank ini ya,ya sangat senang sekali dengan menggunakan seabank ini ya,ya sangat senang sekali dengan menggunakan seabank ini ya,"['ya', 'sangat', 'senang', 'sekali', 'dengan', 'menggunakan', 'seabank', 'ini', 'ya']","['ya', 'sangat', 'senang', 'sekali', 'dengan', 'menggunakan', 'seabank', 'ini', 'ya']","['senang', 'sekali', 'guna', 'seabank']"
ff13d6f8-748c-4f54-9d1b-3f2f62cb57a2,Gandi Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjUP9g_IEcBNgZMaAvZzP1P2QxbhAdowGIriCPEPcLFRjbmABEk,mantap,5,0,8.78.0,2025-12-11 09:28:23,,,8.78.0,com.jago.digitalBanking,Positif,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap']
7e237ebe-bd61-4415-8c41-23420b5e32de,Atin Wanimbo,https://play-lh.googleusercontent.com/a-/ALV-UjX9tIuXErftNEZZ2PnvtE5drqVmX0-7TZTL2wp3HNu0ZkpGmdY,Mudah dalam transaksi apapun.!,5,0,8.78.0,2025-12-11 09:21:52,,,8.78.0,com.jago.digitalBanking,Positif,Mudah dalam transaksi apapun.!,Mudah dalam transaksi apapun.!,Mudah dalam transaksi apapun.!,mudah dalam transaksi apapun.!,"['mudah', 'dalam', 'transaksi', 'apapun', '.', '!']","['mudah', 'dalam', 'transaksi', 'apapun', '.', '!']","['mudah', 'transaksi', 'apa', '', '']"
85146c8b-7c7a-4cce-93a0-a436b4b3df79,Zufar Ghalib Ar-Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjWbvsnsv8xiOa_reH4JxzBkr30fEMx1oFzBD5l8Mk5mdrEj8hS8,sangat bermanfaat,5,0,,2025-12-11 09:10:26,,,,com.jago.digitalBanking,Positif,sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']","['sangat', 'bermanfaat']",['manfaat']
d380306f-5fb7-4bea-b716-fd726e15e058,akbar ay,https://play-lh.googleusercontent.com/a-/ALV-UjUzUAw33cax7sz1x0u3_6a0yWFuL2VBnA-2jqYTR2ijozflqaVO,"sangat puas dengan apk jago ini, semua masalah yg pernah alami pake apk dompet lain semua nya bisa di tangani di jago",5,0,8.78.0,2025-12-11 09:01:18,,,8.78.0,com.jago.digitalBanking,Positif,"sangat puas dengan apk jago ini, semua masalah yg pernah alami pake apk dompet lain semua nya bisa di tangani di jago","sangat puas dengan apk jago ini, semua masalah yg pernah alami pake apk dompet lain semua nya bisa di tangani di jago","sangat puas dengan apk jago ini, semua masalah yg pernah alami pake apk dompet lain semua nya bisa di tangani di jago","sangat puas dengan apk jago ini, semua masalah yg pernah alami pake apk dompet lain semua nya bisa di tangani di jago","['sangat', 'puas', 'dengan', 'apk', 'jago', 'ini', ',', 'semua', 'masalah', 'yg', 'pernah', 'alami', 'pake', 'apk', 'dompet', 'lain', 'semua', 'nya', 'bisa', 'di', 'tangani', 'di', 'jago']","['sangat', 'puas', 'dengan', 'apk', 'jago', 'ini', ',', 'semua', 'masalah', 'yang', 'pernah', 'alami', 'pakai', 'apk', 'dompet', 'lain', 'semua', 'nya', 'bisa', 'di', 'tangani', 'di', 'jago']","['puas', 'apk', 'jago', '', 'semua', 'masalah', 'pernah', 'alami', 'pakai', 'apk', 'dompet', 'semua', 'tangan', 'jago']"
48f4d205-f893-4aa3-99f3-54ea1b6cc5da,Bintang Izzulhaque Santoso,https://play-lh.googleusercontent.com/a/ACg8ocJ4Q4E_NUBLZq0UVeGvoL3JwAel9Ktj0Fy2XR5fCRdDaTShGg=mo,TERIMAKASIH YA,5,0,8.78.0,2025-12-11 08:44:44,,,8.78.0,com.jago.digitalBanking,Positif,TERIMAKASIH YA,TERIMAKASIH YA,TERIMAKASIH YA,terimakasih ya,"['terimakasih', 'ya']","['terimakasih', 'ya']",['terimakasih']
2c7b95a6-9ad2-49bf-ab7b-e15ebb7fcd00,Iqbaal Fawwaz Thoriq Fadhlullah,https://play-lh.googleusercontent.com/a-/ALV-UjXNZYncbc01GGzYitSyLkWAg9fF9UQjL9YFfJm9gKBRN_JxuSIUkg,permintaan untuk penutupan akun tidak dapat di proses karena jika sudah di tutup tidak bisa daftar jago konvensional. padahal sudah menjadi nasabah jago cukup lama,1,0,8.78.0,2025-12-11 08:31:33,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)",2025-12-11 09:05:34,8.78.0,com.jago.digitalBanking,Negatif,permintaan untuk penutupan akun tidak dapat di proses karena jika sudah di tutup tidak bisa daftar jago konvensional. padahal sudah menjadi nasabah jago cukup lama,permintaan untuk penutupan akun tidak dapat di proses karena jika sudah di tutup tidak bisa daftar jago konvensional. padahal sudah menjadi nasabah jago cukup lama,permintaan untuk penutupan akun tidak dapat di proses karena jika sudah di tutup tidak bisa daftar jago konvensional. padahal sudah menjadi nasabah jago cukup lama,permintaan untuk penutupan akun tidak dapat di proses karena jika sudah di tutup tidak bisa daftar jago konvensional. padahal sudah menjadi nasabah jago cukup lama,"['permintaan', 'untuk', 'penutupan', 'akun', 'tidak', 'dapat', 'di', 'proses', 'karena', 'jika', 'sudah', 'di', 'tutup', 'tidak', 'bisa', 'daftar', 'jago', 'konvensional', '.', 'padahal', 'sudah', 'menjadi', 'nasabah', 'jago', 'cukup', 'lama']","['permintaan', 'untuk', 'penutupan', 'akun', 'tidak', 'dapat', 'di', 'proses', 'karena', 'jika', 'sudah', 'di', 'tutup', 'tidak', 'bisa', 'daftar', 'jago', 'konvensional', '.', 'padahal', 'sudah', 'menjadi', 'nasabah', 'jago', 'cukup', 'lama']","['minta', 'tutup', 'akun', 'proses', 'tutup', 'daftar', 'jago', 'konvensional', '', 'jadi', 'nasabah', 'jago', 'cukup', 'lama']"
367fcdb9-5c3b-4276-b850-567eb4eff6cb,Nataliya Novita,https://play-lh.googleusercontent.com/a-/ALV-UjW4CVVwHKkbcrv7OZ2z-wAc8M25z3O6LAEUBpnJVS4yaP9Zdg2o,"ini gak ada email resmi seabank kah buat pengaduan lebih optimal karna tiba"" akun di batasi dan no cs pun sulit di hubungi",1,0,3.32.0,2025-12-11 08:28:17,"Hi Sobat SeaBank. Mohon maaf ketidaknyamanannya, silakan hubungi kembali CS di 1500130 agar ditindaklanjuti. Pastikan sudah melakukan verifikasi wajah dengan menekan logo (?) di sudut kanan atas pilih ""Verifikasi Wajah"". Masa berlaku verifikasi wajah 30 menit. Email CS resmi adalah cs@seabank.co.id ya. Semoga kendalanya terselesaikan 🙏",2025-12-11 10:19:08,3.32.0,id.co.bankbkemobile.digitalbank,Negatif,"ini gak ada email resmi seabank kah buat pengaduan lebih optimal karna tiba"" akun di batasi dan no cs pun sulit di hubungi","ini gak ada email resmi seabank kah buat pengaduan lebih optimal karna tiba"" akun di batasi dan no cs pun sulit di hubungi","ini gak ada email resmi seabank kah buat pengaduan lebih optimal karna tiba"" akun di batasi dan no cs pun sulit di hubungi","ini gak ada email resmi seabank kah buat pengaduan lebih optimal karna tiba"" akun di batasi dan no cs pun sulit di hubungi","['ini', 'gak', 'ada', 'email', 'resmi', 'seabank', 'kah', 'buat', 'pengaduan', 'lebih', 'optimal', 'karna', 'tiba', ""''"", 'akun', 'di', 'batasi', 'dan', 'no', 'cs', 'pun', 'sulit', 'di', 'hubungi']","['ini', 'enggak', 'ada', 'email', 'resmi', 'seabank', 'kah', 'buat', 'pengaduan', 'lebih', 'optimal', 'karena', 'tiba', ""''"", 'akun', 'di', 'batasi', 'dan', 'no', 'cs', 'pun', 'sulit', 'di', 'hubungi']","['email', 'resmi', 'seabank', 'buat', 'adu', 'lebih', 'optimal', 'tiba', '', 'akun', 'batas', 'no', 'cs', 'sulit', 'hubung']"
88e902f8-0ffd-459c-8e28-3b935f516c35,Roman Hunter,https://play-lh.googleusercontent.com/a-/ALV-UjVIv9ngmDqsvYQ2tJlyyY8ghGfLRH44WVwiXUZ0mqJAH4P6Amqn,ini aplikasi kenapa kok setiap mau masuk susah amat padahal pake sidik jari /pasword tetep aja gk bisa,2,0,8.78.0,2025-12-11 08:22:30,"Halo, Jagoan! Mohon maaf atas kendala yang kamu alami ya. Saya mengerti situasi sulit ini mengganggu kamu. Mohon kesediaannya mengirimkan email ke tanya@jago.com dengan melampirkan bukti foto/tangkapan layar kendala kamu. Agar dapat segera kami bantu.",2025-12-11 08:31:34,8.78.0,com.jago.digitalBanking,Negatif,ini aplikasi kenapa kok setiap mau masuk susah amat padahal pake sidik jari /pasword tetep aja gk bisa,ini aplikasi kenapa kok setiap mau masuk susah amat padahal pake sidik jari /pasword tetep aja gk bisa,ini aplikasi kenapa kok setiap mau masuk susah amat padahal pake sidik jari /pasword tetep aja gk bisa,ini aplikasi kenapa kok setiap mau masuk susah amat padahal pake sidik jari /pasword tetep aja gk bisa,"['ini', 'aplikasi', 'kenapa', 'kok', 'setiap', 'mau', 'masuk', 'susah', 'amat', 'padahal', 'pake', 'sidik', 'jari', '/pasword', 'tetep', 'aja', 'gk', 'bisa']","['ini', 'aplikasi', 'kenapa', 'kok', 'setiap', 'mau', 'masuk', 'susah', 'amat', 'padahal', 'pakai', 'sidik', 'jari', '/pasword', 'tetap', 'saja', 'enggak', 'bisa']","['aplikasi', 'masuk', 'susah', 'pakai', 'sidik', 'jari', 'pasword', 'tetap']"
ca114c80-41bd-4a18-aee6-aac9044ec2f4,Kaelani King,https://play-lh.googleusercontent.com/a/ACg8ocJddUfgiJ4gdKOJnFLuGO75CgPOs3kW1-WDtKHlhVREisKAow=mo,"penarikan dari emas sangat lama ,lambat ,tidak seperti aplikasi lain. padahal lagi butuh uang narik emas malah nunggu seharian Masi belum masuk",1,0,3.6.21,2025-12-11 08:18:27,"Hai Kak, mohon maaf atas ketidaknyamanannya. Neomin informasikan untuk proses penjualan / pencairan Neo Emas memerlukan estimasi waktu minimal 1x24 jam dan maksimal 3x24 jam pada hari kerja Senin-Jumat (tidak termasuk Sabtu, Minggu, Cuti Bersama, dan Hari Libur Nasional). Terima kasih -NW",2025-12-11 05:11:52,3.6.21,com.bnc.finance,Negatif,"penarikan dari emas sangat lama ,lambat ,tidak seperti aplikasi lain. padahal lagi butuh uang narik emas malah nunggu seharian Masi belum masuk","penarikan dari emas sangat lama ,lambat ,tidak seperti aplikasi lain. padahal lagi butuh uang narik emas malah nunggu seharian Masi belum masuk","penarikan dari emas sangat lama ,lambat ,tidak seperti aplikasi lain. padahal lagi butuh uang narik emas malah nunggu seharian Masi belum masuk","penarikan dari emas sangat lama ,lambat ,tidak seperti aplikasi lain. padahal lagi butuh uang narik emas malah nunggu seharian masi belum masuk","['penarikan', 'dari', 'emas', 'sangat', 'lama', ',', 'lambat', ',', 'tidak', 'seperti', 'aplikasi', 'lain', '.', 'padahal', 'lagi', 'butuh', 'uang', 'narik', 'emas', 'malah', 'nunggu', 'seharian', 'masi', 'belum', 'masuk']","['penarikan', 'dari', 'emas', 'sangat', 'lama', ',', 'lambat', ',', 'tidak', 'seperti', 'aplikasi', 'lain', '.', 'padahal', 'lagi', 'butuh', 'uang', 'menarik', 'emas', 'malah', 'menunggu', 'seharian', 'masih', 'belum', 'masuk']","['tari', 'emas', 'lama', '', 'lambat', '', 'aplikasi', '', 'butuh', 'uang', 'tarik', 'emas', 'malah', 'tunggu', 'hari', 'masuk']"
ed31136e-a9a3-42d0-8952-c9ed4653fd11,Ari Riswandi97,https://play-lh.googleusercontent.com/a-/ALV-UjXW6oI0XsWhycfXFPpNNlwgUwsC-2rI-AGWfzcjzaS2O5KxKF0C,good,5,0,8.78.0,2025-12-11 07:50:46,,,8.78.0,com.jago.digitalBanking,Positif,good,good,good,good,['good'],['good'],['good']
8dd73714-f204-47e1-9c79-3644c4eb4a10,Riski Rcx,https://play-lh.googleusercontent.com/a/ACg8ocLpn4bnOfjmEIlEuWCslaPPi3QFj4_S06RACWcp2orTUj96fQ=mo,aplikasi berguna👍👍👍,5,0,8.78.0,2025-12-11 07:45:25,,,8.78.0,com.jago.digitalBanking,Positif,aplikasi berguna👍👍👍,aplikasi berguna,aplikasi berguna,aplikasi berguna,"['aplikasi', 'berguna']","['aplikasi', 'berguna']","['aplikasi', 'guna']"
3c48e3e2-995a-4c0a-8e33-5e95e0c3d808,Baso Aznur,https://play-lh.googleusercontent.com/a-/ALV-UjW0w8TIIy0EhwnZj08VgKj1csZScaJ9hafTyn2OYkxhiTgMlQj5,baru memulai bekerjasama dengan blu,3,0,2.7.0,2025-12-11 07:35:33,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2025-12-11 08:15:33,2.7.0,com.bcadigital.blu,Netral,baru memulai bekerjasama dengan blu,baru memulai bekerjasama dengan blu,baru memulai bekerjasama dengan blu,baru memulai bekerjasama dengan blu,"['baru', 'memulai', 'bekerjasama', 'dengan', 'blu']","['baru', 'memulai', 'bekerjasama', 'dengan', 'blu']","['baru', 'mulai', 'bekerjasama', 'blu']"
a2e0a792-ddbe-4d22-a738-0bcdad6f4fdd,Mas Duki,https://play-lh.googleusercontent.com/a-/ALV-UjVCJpgmnDGWx00meM8Rz0EKJFwxgchN7ETXMVpRCuBOtUutqk6v,aplikasinya mantap luar biasa,5,0,8.78.0,2025-12-11 07:31:46,,,8.78.0,com.jago.digitalBanking,Positif,aplikasinya mantap luar biasa,aplikasinya mantap luar biasa,aplikasinya mantap luar biasa,aplikasinya mantap luar biasa,"['aplikasinya', 'mantap', 'luar', 'biasa']","['aplikasinya', 'mantap', 'luar', 'biasa']","['aplikasi', 'mantap', 'luar', 'biasa']"
10a933c1-1c29-43cf-9e9c-11d3bfa9f77d,Andra Saputra,https://play-lh.googleusercontent.com/a/ACg8ocLxSoS8SVbuhobCurbcMymaZjRu02zKMVydNjC-eeAR4Ji_5w=mo,"jaringan nya lelet banget , padahal buat nonton yt lancar2 aja baru mau daftar aja udah di persulit",1,0,8.78.0,2025-12-11 07:30:44,"Halo, Jagoan! Mohon maaf atas kendala yang kamu alami ya. Saya mengerti situasi sulit ini mengganggu kamu. Mohon kesediaannya mengirimkan email ke tanya@jago.com dengan melampirkan bukti foto/tangkapan layar kendala kamu. Agar dapat segera kami bantu.",2025-12-11 08:02:30,8.78.0,com.jago.digitalBanking,Negatif,"jaringan nya lelet banget , padahal buat nonton yt lancar2 aja baru mau daftar aja udah di persulit","jaringan nya lelet banget , padahal buat nonton yt lancar2 aja baru mau daftar aja udah di persulit","jaringan nya lelet banget , padahal buat nonton yt lancar2 aja baru mau daftar aja udah di persulit","jaringan nya lelet banget , padahal buat nonton yt lancar2 aja baru mau daftar aja udah di persulit","['jaringan', 'nya', 'lelet', 'banget', ',', 'padahal', 'buat', 'nonton', 'yt', 'lancar2', 'aja', 'baru', 'mau', 'daftar', 'aja', 'udah', 'di', 'persulit']","['jaringan', 'nya', 'lelet', 'banget', ',', 'padahal', 'buat', 'menonton', 'yt', 'lancar2', 'saja', 'baru', 'mau', 'daftar', 'saja', 'sudah', 'di', 'persulit']","['jaring', 'lelet', '', 'buat', 'tonton', 'yt', 'lancar2', 'baru', 'daftar', 'sulit']"
21fe2e0f-bc9b-47b7-96cb-3ac4a497cb9e,Setiyo Pambudi,https://play-lh.googleusercontent.com/a/ACg8ocI5UP5zOY8EP1E3gzLZsp9QNSJ4QLuYGkwV6-uEEsYr5CWCXw=mo,mantap,2,0,3.33.0,2025-12-11 07:24:54,"Hai Sobat SeaBank, terima kasih untuk reviewnya. Apabila Sobat SeaBank merasa puas dalam menggunakan Aplikasi SeaBank, jika berkenan Sobat SeaBank dapat mengubah rating yang sudah diberikan. Semoga Aplikasi SeaBank selalu memberikan kemudahan bagi Sobat SeaBank 🙏",2025-12-11 11:05:21,3.33.0,id.co.bankbkemobile.digitalbank,Negatif,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap']
79787d89-1470-41c6-b2e5-f932f2ee2927,Alan 22,https://play-lh.googleusercontent.com/a-/ALV-UjUFe3Qa1kImWOw2pjXH3cfS_kFQwOa3UO7MHJzLgE3LsTxzhy5_,jago keren sekali ada fitur kantong transaksi mudah dan lebih enak untuk atur keuangan🥳,5,0,,2025-12-11 07:16:52,,,,com.jago.digitalBanking,Positif,jago keren sekali ada fitur kantong transaksi mudah dan lebih enak untuk atur keuangan🥳,jago keren sekali ada fitur kantong transaksi mudah dan lebih enak untuk atur keuangan,jago keren sekali ada fitur kantong transaksi mudah dan lebih enak untuk atur keuangan,jago keren sekali ada fitur kantong transaksi mudah dan lebih enak untuk atur keuangan,"['jago', 'keren', 'sekali', 'ada', 'fitur', 'kantong', 'transaksi', 'mudah', 'dan', 'lebih', 'enak', 'untuk', 'atur', 'keuangan']","['jago', 'keren', 'sekali', 'ada', 'fitur', 'kantong', 'transaksi', 'mudah', 'dan', 'lebih', 'enak', 'untuk', 'atur', 'keuangan']","['jago', 'keren', 'sekali', 'fitur', 'kantong', 'transaksi', 'mudah', 'lebih', 'enak', 'atur', 'uang']"
988b459e-913e-4272-8fe9-41b070c33e74,Oppo A15,https://play-lh.googleusercontent.com/a/ACg8ocLFoqPjgCPlgEFygdS6bfdtjmtHLbQPQ4nptxZBDFCPNlWVIg=mo,repot kali harus verifikasi wajah min,3,0,3.33.0,2025-12-11 07:13:28,"Hi Sobat SeaBank, mohon maaf atas ketidaknyamanannya. Terkait dengan proses verifikasi wajah bertujuan agar akun kamu tetap aman ya. Jika memiliki kendala pada Aplikasi SeaBank, mohon menghubungi CS SeaBank melalui layanan telepon di 1500130 atau melalui layanan live chat pada Aplikasi SeaBank apabila dapat login. Semoga kendalanya terselesaikan🙏",2025-12-11 08:39:11,3.33.0,id.co.bankbkemobile.digitalbank,Netral,repot kali harus verifikasi wajah min,repot kali harus verifikasi wajah min,repot kali harus verifikasi wajah min,repot kali harus verifikasi wajah min,"['repot', 'kali', 'harus', 'verifikasi', 'wajah', 'min']","['repot', 'kali', 'harus', 'verifikasi', 'wajah', 'min']","['repot', 'kali', 'verifikasi', 'wajah', 'min']"
6d2cc842-b96c-407f-b515-ae4b874b677f,sayid akbar_,https://play-lh.googleusercontent.com/a-/ALV-UjX0Qkt3Lg_pcjlQFPW_xOqHfoRESW8PgcElsmw5p0_mvuKw8SM,suka tekeluar sendiri kalo mau ngirim uang,3,0,3.32.0,2025-12-11 07:09:56,"Hai Sobat SeaBank, mohon maaf ketidaknyamanannya. Mohon dapat login kembali dan pastikan pilih “Log In” dan masuk ke Aplikasi SeaBank menggunakan nomor ponsel terdaftar diikuti PIN atau Password dengan benar, untuk PIN terdiri dari 6 digit angka dan Password terdiri dari 8-16 karakter gabungan huruf dan angka. Semoga kendalanya terselesaikan 🙏",2025-12-11 08:45:50,3.32.0,id.co.bankbkemobile.digitalbank,Netral,suka tekeluar sendiri kalo mau ngirim uang,suka tekeluar sendiri kalo mau ngirim uang,suka tekeluar sendiri kalo mau ngirim uang,suka tekeluar sendiri kalo mau ngirim uang,"['suka', 'tekeluar', 'sendiri', 'kalo', 'mau', 'ngirim', 'uang']","['suka', 'tekeluar', 'sendiri', 'kalo', 'mau', 'mengirim', 'uang']","['suka', 'tekeluar', 'sendiri', 'kirim', 'uang']"
3ddd4422-3754-4585-8236-7ff083990f3d,Capuradox 08,https://play-lh.googleusercontent.com/a-/ALV-UjU0CtZSf9oPp5yQvJ-3OdHC87HPcb6sgBsDHXPmHPz5mquIzOQ,"sangat bagus lebih mudah bertransaksi karena ada fitur Geratisnya, tapi hanya saja sering kendala eror tampilannya mohon secepatnya perbaiki yaa.",5,0,8.78.0,2025-12-11 07:03:12,,,8.78.0,com.jago.digitalBanking,Positif,"sangat bagus lebih mudah bertransaksi karena ada fitur Geratisnya, tapi hanya saja sering kendala eror tampilannya mohon secepatnya perbaiki yaa.","sangat bagus lebih mudah bertransaksi karena ada fitur Geratisnya, tapi hanya saja sering kendala eror tampilannya mohon secepatnya perbaiki yaa.","sangat bagus lebih mudah bertransaksi karena ada fitur Geratisnya, tapi hanya saja sering kendala eror tampilannya mohon secepatnya perbaiki yaa.","sangat bagus lebih mudah bertransaksi karena ada fitur geratisnya, tapi hanya saja sering kendala eror tampilannya mohon secepatnya perbaiki yaa.","['sangat', 'bagus', 'lebih', 'mudah', 'bertransaksi', 'karena', 'ada', 'fitur', 'geratisnya', ',', 'tapi', 'hanya', 'saja', 'sering', 'kendala', 'eror', 'tampilannya', 'mohon', 'secepatnya', 'perbaiki', 'yaa', '.']","['sangat', 'bagus', 'lebih', 'mudah', 'bertransaksi', 'karena', 'ada', 'fitur', 'geratisnya', ',', 'tapi', 'hanya', 'saja', 'sering', 'kendala', 'eror', 'tampilannya', 'mohon', 'secepatnya', 'perbaiki', 'ya', '.']","['bagus', 'lebih', 'mudah', 'transaksi', 'fitur', 'gerat', '', 'sering', 'kendala', 'eror', 'tampil', 'mohon', 'cepat', 'baik', '']"
ee8ac7ef-787f-41d2-afcf-2607b005dbfb,Mhd Andri,https://play-lh.googleusercontent.com/a-/ALV-UjWLZpbsJ8J9Cf6dFl04f92RVaiibak6FgH-VzgniN1S6eBXZny0,mantap,5,0,8.76.0,2025-12-11 07:02:47,,,8.76.0,com.jago.digitalBanking,Positif,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap']
7a5b7afc-1266-4550-b6aa-43902d797d88,Lian Lestari,https://play-lh.googleusercontent.com/a/ACg8ocLMltPsz7DBKDsGCagJ8dIKKsbc_xhu8FM5VEmnqKByFrtLRw=mo,cepat,2,0,3.33.0,2025-12-11 06:44:22,"Hai Sobat SeaBank, terima kasih untuk reviewnya. Apabila Sobat SeaBank merasa puas dalam menggunakan Aplikasi SeaBank, jika berkenan Sobat SeaBank dapat mengubah rating yang sudah diberikan. Semoga Aplikasi SeaBank selalu memberikan kemudahan bagi Sobat SeaBank 🙏",2025-12-11 07:04:19,3.33.0,id.co.bankbkemobile.digitalbank,Negatif,cepat,cepat,cepat,cepat,['cepat'],['cepat'],['cepat']
58b132ed-8b36-4671-a8d3-338089e8d29d,Rulik 0412,https://play-lh.googleusercontent.com/a-/ALV-UjVyUFzRsKthtJA67hjyDKm-7WOY_bp9HGtZ51spLG9kekJyqlo,"mudah bertransaksi tn,, ke dulu n",3,0,,2025-12-11 06:29:09,"Hai Sobat SeaBank, terima kasih untuk reviewnya. Apabila Sobat SeaBank merasa puas dalam menggunakan Aplikasi SeaBank, jika berkenan Sobat SeaBank dapat mengubah rating yang sudah diberikan. Semoga Aplikasi SeaBank selalu memberikan kemudahan bagi Sobat SeaBank 🙏",2025-12-11 07:51:03,,id.co.bankbkemobile.digitalbank,Netral,"mudah bertransaksi tn,, ke dulu n","mudah bertransaksi tn,, ke dulu n","mudah bertransaksi tn,, ke dulu n","mudah bertransaksi tn,, ke dulu n","['mudah', 'bertransaksi', 'tn', ',', ',', 'ke', 'dulu', 'n']","['mudah', 'bertransaksi', 'tn', ',', ',', 'ke', 'dulu', 'n']","['mudah', 'transaksi', 'tn', '', '', 'dulu']"
9f931f36-1856-4373-b7e7-30fe87484803,Deni 53,https://play-lh.googleusercontent.com/a/ACg8ocIo6Z8CFFCudskjDYy6FJVd3OSNn3dTJ_ZPmeLrKHho6aE15Dg=mo,saya sudh berkali kali daftar tapi tak bisa t3rverifikasi kenapa apa ada salah sama ktp nik semuaupaya saya lakukan tapi tetap tidak terferikasi saya ini wni bukan warga asing,1,0,8.78.0,2025-12-11 05:00:14,"Halo, Jagoan. Mohon maaf atas kendala yang terjadi ya. Kamu tidak perlu khawatir, kamu bisa menjelaskan detail kendala tersebut melalui email di tanya@jago.com atau call center 1500 746 untuk kami bantu tangani lebih lanjut. Terima kasih :)",2025-12-11 05:24:59,8.78.0,com.jago.digitalBanking,Negatif,saya sudh berkali kali daftar tapi tak bisa t3rverifikasi kenapa apa ada salah sama ktp nik semuaupaya saya lakukan tapi tetap tidak terferikasi saya ini wni bukan warga asing,saya sudh berkali kali daftar tapi tak bisa t3rverifikasi kenapa apa ada salah sama ktp nik semuaupaya saya lakukan tapi tetap tidak terferikasi saya ini wni bukan warga asing,saya sudh berkali kali daftar tapi tak bisa t3rverifikasi kenapa apa ada salah sama ktp nik semuaupaya saya lakukan tapi tetap tidak terferikasi saya ini wni bukan warga asing,saya sudh berkali kali daftar tapi tak bisa t3rverifikasi kenapa apa ada salah sama ktp nik semuaupaya saya lakukan tapi tetap tidak terferikasi saya ini wni bukan warga asing,"['saya', 'sudh', 'berkali', 'kali', 'daftar', 'tapi', 'tak', 'bisa', 't3rverifikasi', 'kenapa', 'apa', 'ada', 'salah', 'sama', 'ktp', 'nik', 'semuaupaya', 'saya', 'lakukan', 'tapi', 'tetap', 'tidak', 'terferikasi', 'saya', 'ini', 'wni', 'bukan', 'warga', 'asing']","['saya', 'sudah', 'berkali', 'kali', 'daftar', 'tapi', 'tak', 'bisa', 't3rverifikasi', 'kenapa', 'apa', 'ada', 'salah', 'sama', 'ktp', 'nik', 'semuaupaya', 'saya', 'lakukan', 'tapi', 'tetap', 'tidak', 'terferikasi', 'saya', 'ini', 'wni', 'bukan', 'warga', 'asing']","['kali', 'kali', 'daftar', 'tak', 't3rverifikasi', 'apa', 'salah', 'sama', 'ktp', 'nik', 'semuaupaya', 'laku', 'tetap', 'terferikasi', 'wni', 'bukan', 'warga', 'asing']"
